,pop,emp,unemp,seed,count,rate,components
464,4345,1900,112,0.0,1,0.055666003976143144,49053271300
465,4476,2060,29,0.0,1,0.013882240306366683,49053271400
466,7120,3133,131,0.0,1,0.04013480392156863,49053271500
467,6406,2618,103,0.0,1,0.037853730246233,49053271600
468,9340,4235,40,0.0,1,0.00935672514619883,49053271701
469,6154,2866,146,0.0,1,0.04847277556440903,49053271702
470,3463,1447,73,0.0,1,0.04802631578947368,49053271800
471,4485,2314,61,0.0,1,0.02568421052631579,49057200100
472,5201,2430,66,0.0,1,0.026442307692307692,49057200203
473,4628,2314,105,0.0,1,0.0434063662670525,49057200204
474,6772,3465,124,0.0,1,0.03455001393145723,49057200500
475,4308,2180,103,0.0,1,0.045116075339465614,49057200600
476,3230,1677,74,0.0,1,0.0422615648201028,49057200700
477,5055,2445,103,0.0,1,0.04042386185243328,49057200800
478,4649,1840,95,0.0,1,0.04909560723514212,49057200900
479,3196,1728,37,0.0,1,0.020963172804532578,49057201400
480,4247,2076,63,0.0,1,0.029453015427769985,49057201500
481,4251,2566,68,0.0,1,0.025816249050873197,49057201600
482,5950,2936,33,0.0,1,0.01111485348602223,49057202000
483,7642,3141,123,0.0,1,0.03768382352941176,49057210100
484,4741,2422,31,0.0,1,0.012637586628618018,49057210201
485,2753,1418,30,0.0,1,0.020718232044198894,49057210203
486,4560,2173,68,0.0,1,0.03034359660865685,49057210204
487,8628,4360,218,0.0,1,0.047619047619047616,49057210302
488,7341,3423,97,0.0,1,0.027556818181818182,49057210303
489,3715,1926,38,0.0,1,0.019348268839103868,49057210304
490,7024,3453,57,0.0,1,0.01623931623931624,49057210402
491,8018,4327,61,0.0,1,0.01390154968094804,49057210403
492,2222,1206,42,0.0,1,0.03365384615384615,49057210404
493,9005,4805,159,0.0,1,0.03203062046736503,49057210504
494,7640,4096,94,0.0,1,0.02243436754176611,49057210505
495,11435,6369,142,0.0,1,0.021809245891568116,49057210506
496,2315,1297,11,0.0,1,0.008409785932721712,49057210508
497,4794,2377,78,0.0,1,0.03177189409368635,49057210509
498,3705,1822,58,0.0,1,0.030851063829787233,49057210510
499,4785,2200,54,0.0,1,0.023957409050576754,49057210512
500,7066,2963,122,0.0,1,0.039546191247974066,49057210600
501,2629,1322,21,0.0,1,0.01563663440059568,49057210703
502,6367,2829,77,0.0,1,0.026496902959394355,49057210704
503,6813,3638,77,0.0,1,0.02072678331090175,49057210900
504,4670,2277,77,0.0,1,0.03271028037383177,49057211201
505,7159,3734,60,0.0,1,0.0158144438587243,49057211202
